"vpnr" "alter" "sex" "hand" "fach" "sprache" "color" "cs" "rep" "wort" "istwort" "istpositiv" "uspositiv" "istmaskiert" "us0" "us1" "us2" "us3" "us4" "liking0" "liking1" "liking2" "valenz_response" "valenz_rt" "sichtbar_response" "sichtbar_korrekt" "sichtbar_rt"
"741" "15" 30 1 1 1 1 "GESCHICHTE" 4 0 "ubajec" 0 -1 0 0 12 9 1 18 23 5 5 5 0 2785 4 -1 2920
"742" "15" 30 1 1 1 1 "GESCHICHTE" 4 1 "ubajec" 0 -1 0 0 12 9 1 18 23 5 5 5 1 897 4 -1 4032
"743" "15" 30 1 1 1 1 "GESCHICHTE" 4 2 "ubajec" 0 -1 0 0 12 9 1 18 23 5 5 5 1 1146 4 -1 1472
"744" "15" 30 1 1 1 1 "GESCHICHTE" 4 3 "ubajec" 0 -1 0 0 12 9 1 18 23 5 5 5 1 1546 4 -1 3072
"745" "15" 30 1 1 1 1 "GESCHICHTE" 4 4 "ubajec" 0 -1 0 0 12 9 1 18 23 5 5 5 1 1464 4 -1 1112
"746" "15" 30 1 1 1 1 "GESCHICHTE" 5 0 "obacu" 0 -1 0 0 9 18 3 0 10 5 6 5 1 1186 5 -1 3488
"747" "15" 30 1 1 1 1 "GESCHICHTE" 5 1 "obacu" 0 -1 0 0 9 18 3 0 10 5 6 5 1 1658 5 -1 3008
"748" "15" 30 1 1 1 1 "GESCHICHTE" 5 2 "obacu" 0 -1 0 0 9 18 3 0 10 5 6 5 1 1081 5 -1 1544
"749" "15" 30 1 1 1 1 "GESCHICHTE" 5 3 "obacu" 0 -1 0 0 9 18 3 0 10 5 6 5 1 1049 5 -1 2415
"750" "15" 30 1 1 1 1 "GESCHICHTE" 5 4 "obacu" 0 -1 0 0 9 18 3 0 10 5 6 5 1 793 5 -1 1832
"751" "15" 30 1 1 1 1 "GESCHICHTE" 6 0 "tewok" 0 -1 0 1 16 17 7 14 20 6 5 5 1 2608 3 -1 3415
"752" "15" 30 1 1 1 1 "GESCHICHTE" 6 1 "tewok" 0 -1 0 1 16 17 7 14 20 6 5 5 1 2184 11 -1 5824
"753" "15" 30 1 1 1 1 "GESCHICHTE" 6 2 "tewok" 0 -1 0 1 16 17 7 14 20 6 5 5 1 1658 18 -1 1823
"754" "15" 30 1 1 1 1 "GESCHICHTE" 6 3 "tewok" 0 -1 0 1 16 17 7 14 20 6 5 5 1 1321 4 -1 1232
"755" "15" 30 1 1 1 1 "GESCHICHTE" 6 4 "tewok" 0 -1 0 1 16 17 7 14 20 6 5 5 1 1577 4 -1 3384
"756" "15" 30 1 1 1 1 "GESCHICHTE" 7 0 "hilejin" 0 -1 0 1 13 6 4 5 22 4 5 5 1 1506 9 -1 14255
"757" "15" 30 1 1 1 1 "GESCHICHTE" 7 1 "hilejin" 0 -1 0 1 13 6 4 5 22 4 5 5 1 1946 9 -1 3048
"758" "15" 30 1 1 1 1 "GESCHICHTE" 7 2 "hilejin" 0 -1 0 1 13 6 4 5 22 4 5 5 1 1026 12 -1 1128
"759" "15" 30 1 1 1 1 "GESCHICHTE" 7 3 "hilejin" 0 -1 0 1 13 6 4 5 22 4 5 5 1 1225 23 -1 1096
"760" "15" 30 1 1 1 1 "GESCHICHTE" 7 4 "hilejin" 0 -1 0 1 13 6 4 5 22 4 5 5 1 1376 9 -1 2375
"761" "15" 30 1 1 1 1 "GESCHICHTE" 8 0 "jaciyn" 0 -1 0 1 23 19 1 11 2 4 3 5 1 2081 20 -1 1607
"762" "15" 30 1 1 1 1 "GESCHICHTE" 8 1 "jaciyn" 0 -1 0 1 23 19 1 11 2 4 3 5 0 2857 19 -1 1472
"763" "15" 30 1 1 1 1 "GESCHICHTE" 8 2 "jaciyn" 0 -1 0 1 23 19 1 11 2 4 3 5 1 1394 6 -1 4992
"764" "15" 30 1 1 1 1 "GESCHICHTE" 8 3 "jaciyn" 0 -1 0 1 23 19 1 11 2 4 3 5 1 1184 7 -1 2240
"765" "15" 30 1 1 1 1 "GESCHICHTE" 8 4 "jaciyn" 0 -1 0 1 23 19 1 11 2 4 3 5 1 1369 23 -1 1160
"766" "15" 30 1 1 1 1 "GESCHICHTE" 9 0 "uwimor" 0 -1 0 1 12 21 15 8 24 3 2 3 1 2833 9 -1 4192
"767" "15" 30 1 1 1 1 "GESCHICHTE" 9 1 "uwimor" 0 -1 0 1 12 21 15 8 24 3 2 3 1 1689 9 -1 2176
"768" "15" 30 1 1 1 1 "GESCHICHTE" 9 2 "uwimor" 0 -1 0 1 12 21 15 8 24 3 2 3 1 1145 9 -1 1119
"769" "15" 30 1 1 1 1 "GESCHICHTE" 9 3 "uwimor" 0 -1 0 1 12 21 15 8 24 3 2 3 1 1209 23 -1 1192
"770" "15" 30 1 1 1 1 "GESCHICHTE" 9 4 "uwimor" 0 -1 0 1 12 21 15 8 24 3 2 3 0 1329 19 -1 1568
"771" "15" 30 1 1 1 1 "GESCHICHTE" 10 0 "umeuken" 0 -1 0 1 19 8 24 23 17 4 4 5 0 1666 17 -1 4639
"772" "15" 30 1 1 1 1 "GESCHICHTE" 10 1 "umeuken" 0 -1 0 1 19 8 24 23 17 4 4 5 1 2345 4 -1 4159
"773" "15" 30 1 1 1 1 "GESCHICHTE" 10 2 "umeuken" 0 -1 0 1 19 8 24 23 17 4 4 5 0 1898 19 -1 2399
"774" "15" 30 1 1 1 1 "GESCHICHTE" 10 3 "umeuken" 0 -1 0 1 19 8 24 23 17 4 4 5 1 1673 18 -1 1048
"775" "15" 30 1 1 1 1 "GESCHICHTE" 10 4 "umeuken" 0 -1 0 1 19 8 24 23 17 4 4 5 1 1530 7 -1 1336
"776" "15" 30 1 1 1 1 "GESCHICHTE" 11 0 "molkate" 0 -1 0 1 15 10 4 9 12 6 4 5 1 874 9 -1 2336
"777" "15" 30 1 1 1 1 "GESCHICHTE" 11 1 "molkate" 0 -1 0 1 15 10 4 9 12 6 4 5 1 1177 1 -1 1023
"778" "15" 30 1 1 1 1 "GESCHICHTE" 11 2 "molkate" 0 -1 0 1 15 10 4 9 12 6 4 5 1 1154 7 -1 1432
"779" "15" 30 1 1 1 1 "GESCHICHTE" 11 3 "molkate" 0 -1 0 1 15 10 4 9 12 6 4 5 1 1081 6 -1 1280
"780" "15" 30 1 1 1 1 "GESCHICHTE" 11 4 "molkate" 0 -1 0 1 15 10 4 9 12 6 4 5 1 1993 9 -1 1967
"781" "15" 30 1 1 1 1 "GESCHICHTE" 12 0 "furasti" 0 -1 1 0 22 24 17 4 6 6 5 6 0 857 12 -1 1024
"782" "15" 30 1 1 1 1 "GESCHICHTE" 12 1 "furasti" 0 -1 1 0 22 24 17 4 6 6 5 6 0 1257 12 -1 808
"783" "15" 30 1 1 1 1 "GESCHICHTE" 12 2 "furasti" 0 -1 1 0 22 24 17 4 6 6 5 6 0 928 12 -1 784
"784" "15" 30 1 1 1 1 "GESCHICHTE" 12 3 "furasti" 0 -1 1 0 22 24 17 4 6 6 5 6 0 1144 12 -1 1783
"785" "15" 30 1 1 1 1 "GESCHICHTE" 12 4 "furasti" 0 -1 1 0 22 24 17 4 6 6 5 6 0 664 12 -1 944
"786" "15" 30 1 1 1 1 "GESCHICHTE" 13 0 "hiwawa" 0 -1 1 0 5 0 7 16 15 6 5 5 0 970 13 -1 735
"787" "15" 30 1 1 1 1 "GESCHICHTE" 13 1 "hiwawa" 0 -1 1 0 5 0 7 16 15 6 5 5 0 904 13 -1 1175
"788" "15" 30 1 1 1 1 "GESCHICHTE" 13 2 "hiwawa" 0 -1 1 0 5 0 7 16 15 6 5 5 0 936 13 -1 1022
"789" "15" 30 1 1 1 1 "GESCHICHTE" 13 3 "hiwawa" 0 -1 1 0 5 0 7 16 15 6 5 5 0 1081 13 -1 904
"790" "15" 30 1 1 1 1 "GESCHICHTE" 13 4 "hiwawa" 0 -1 1 0 5 0 7 16 15 6 5 5 0 1336 13 -1 1399
"791" "15" 30 1 1 1 1 "GESCHICHTE" 14 0 "schese" 0 -1 1 0 23 11 8 9 18 3 2 4 1 2258 9 -1 5358
"792" "15" 30 1 1 1 1 "GESCHICHTE" 14 1 "schese" 0 -1 1 0 23 11 8 9 18 3 2 4 0 898 14 -1 1080
"793" "15" 30 1 1 1 1 "GESCHICHTE" 14 2 "schese" 0 -1 1 0 23 11 8 9 18 3 2 4 0 1842 14 -1 800
"794" "15" 30 1 1 1 1 "GESCHICHTE" 14 3 "schese" 0 -1 1 0 23 11 8 9 18 3 2 4 0 2073 14 -1 1368
"795" "15" 30 1 1 1 1 "GESCHICHTE" 14 4 "schese" 0 -1 1 0 23 11 8 9 18 3 2 4 0 1609 14 -1 1032
"796" "15" 30 1 1 1 1 "GESCHICHTE" 15 0 "botuyn" 0 -1 1 0 12 2 10 20 21 5 4 5 0 937 15 -1 1712
"797" "15" 30 1 1 1 1 "GESCHICHTE" 15 1 "botuyn" 0 -1 1 0 12 2 10 20 21 5 4 5 0 984 15 -1 1887
"798" "15" 30 1 1 1 1 "GESCHICHTE" 15 2 "botuyn" 0 -1 1 0 12 2 10 20 21 5 4 5 0 1328 15 -1 863
"799" "15" 30 1 1 1 1 "GESCHICHTE" 15 3 "botuyn" 0 -1 1 0 12 2 10 20 21 5 4 5 1 2233 15 -1 968
"800" "15" 30 1 1 1 1 "GESCHICHTE" 15 4 "botuyn" 0 -1 1 0 12 2 10 20 21 5 4 5 0 874 15 -1 952
"801" "15" 30 1 1 1 1 "GESCHICHTE" 16 0 "yosud" 0 -1 1 0 3 19 13 1 14 6 6 7 0 1034 16 -1 1128
"802" "15" 30 1 1 1 1 "GESCHICHTE" 16 1 "yosud" 0 -1 1 0 3 19 13 1 14 6 6 7 0 1145 16 -1 1671
"803" "15" 30 1 1 1 1 "GESCHICHTE" 16 2 "yosud" 0 -1 1 0 3 19 13 1 14 6 6 7 0 1210 16 -1 1727
"804" "15" 30 1 1 1 1 "GESCHICHTE" 16 3 "yosud" 0 -1 1 0 3 19 13 1 14 6 6 7 0 1753 16 -1 2216
"805" "15" 30 1 1 1 1 "GESCHICHTE" 16 4 "yosud" 0 -1 1 0 3 19 13 1 14 6 6 7 0 761 16 -1 2192
"806" "15" 30 1 1 1 1 "GESCHICHTE" 17 0 "laumens" 0 -1 1 0 7 1 23 6 3 7 6 7 0 1313 17 -1 920
"807" "15" 30 1 1 1 1 "GESCHICHTE" 17 1 "laumens" 0 -1 1 0 7 1 23 6 3 7 6 7 0 1106 17 -1 783
"808" "15" 30 1 1 1 1 "GESCHICHTE" 17 2 "laumens" 0 -1 1 0 7 1 23 6 3 7 6 7 0 2250 17 -1 3888
"809" "15" 30 1 1 1 1 "GESCHICHTE" 17 3 "laumens" 0 -1 1 0 7 1 23 6 3 7 6 7 0 943 17 -1 1144
"810" "15" 30 1 1 1 1 "GESCHICHTE" 17 4 "laumens" 0 -1 1 0 7 1 23 6 3 7 6 7 0 825 17 -1 1143
"811" "15" 30 1 1 1 1 "GESCHICHTE" 18 0 "permife" 0 -1 1 1 15 16 22 20 19 4 3 4 0 3297 3 -1 1896
"812" "15" 30 1 1 1 1 "GESCHICHTE" 18 1 "permife" 0 -1 1 1 15 16 22 20 19 4 3 4 0 1185 22 -1 2182
"813" "15" 30 1 1 1 1 "GESCHICHTE" 18 2 "permife" 0 -1 1 1 15 16 22 20 19 4 3 4 0 1658 10 -1 983
"814" "15" 30 1 1 1 1 "GESCHICHTE" 18 3 "permife" 0 -1 1 1 15 16 22 20 19 4 3 4 1 841 10 -1 807
"815" "15" 30 1 1 1 1 "GESCHICHTE" 18 4 "permife" 0 -1 1 1 15 16 22 20 19 4 3 4 0 1001 21 -1 1264
"816" "15" 30 1 1 1 1 "GESCHICHTE" 19 0 "noste" 0 -1 1 1 2 5 0 12 14 7 6 7 0 865 22 -1 1416
"817" "15" 30 1 1 1 1 "GESCHICHTE" 19 1 "noste" 0 -1 1 1 2 5 0 12 14 7 6 7 0 1409 21 -1 2168
"818" "15" 30 1 1 1 1 "GESCHICHTE" 19 2 "noste" 0 -1 1 1 2 5 0 12 14 7 6 7 0 945 22 -1 831
"819" "15" 30 1 1 1 1 "GESCHICHTE" 19 3 "noste" 0 -1 1 1 2 5 0 12 14 7 6 7 0 1297 19 -1 1719
"820" "15" 30 1 1 1 1 "GESCHICHTE" 19 4 "noste" 0 -1 1 1 2 5 0 12 14 7 6 7 0 1265 20 -1 1328
"821" "15" 30 1 1 1 1 "GESCHICHTE" 20 0 "larnist" 0 -1 1 1 21 24 11 8 4 5 3 4 0 1080 19 -1 1319
"822" "15" 30 1 1 1 1 "GESCHICHTE" 20 1 "larnist" 0 -1 1 1 21 24 11 8 4 5 3 4 1 4736 18 -1 1407
"823" "15" 30 1 1 1 1 "GESCHICHTE" 20 2 "larnist" 0 -1 1 1 21 24 11 8 4 5 3 4 0 1441 20 -1 1664
"824" "15" 30 1 1 1 1 "GESCHICHTE" 20 3 "larnist" 0 -1 1 1 21 24 11 8 4 5 3 4 0 1313 18 -1 2391
"825" "15" 30 1 1 1 1 "GESCHICHTE" 20 4 "larnist" 0 -1 1 1 21 24 11 8 4 5 3 4 0 1865 12 -1 1101
"826" "15" 30 1 1 1 1 "GESCHICHTE" 21 0 "nalber" 0 -1 1 1 18 9 10 13 17 6 5 5 0 1353 21 -1 9943
"827" "15" 30 1 1 1 1 "GESCHICHTE" 21 1 "nalber" 0 -1 1 1 18 9 10 13 17 6 5 5 0 2174 12 -1 2392
"828" "15" 30 1 1 1 1 "GESCHICHTE" 21 2 "nalber" 0 -1 1 1 18 9 10 13 17 6 5 5 0 1562 20 -1 1039
"829" "15" 30 1 1 1 1 "GESCHICHTE" 21 3 "nalber" 0 -1 1 1 18 9 10 13 17 6 5 5 0 1097 16 -1 1703
"830" "15" 30 1 1 1 1 "GESCHICHTE" 21 4 "nalber" 0 -1 1 1 18 9 10 13 17 6 5 5 0 992 21 -1 1456
"831" "15" 30 1 1 1 1 "GESCHICHTE" 22 0 "medan" 0 -1 1 1 11 6 17 18 14 5 5 4 0 1929 6 -1 2095
"832" "15" 30 1 1 1 1 "GESCHICHTE" 22 1 "medan" 0 -1 1 1 11 6 17 18 14 5 5 4 0 1705 8 -1 2008
"833" "15" 30 1 1 1 1 "GESCHICHTE" 22 2 "medan" 0 -1 1 1 11 6 17 18 14 5 5 4 0 1033 23 -1 1296
"834" "15" 30 1 1 1 1 "GESCHICHTE" 22 3 "medan" 0 -1 1 1 11 6 17 18 14 5 5 4 0 1712 19 -1 1104
"835" "15" 30 1 1 1 1 "GESCHICHTE" 22 4 "medan" 0 -1 1 1 11 6 17 18 14 5 5 4 0 865 6 -1 1784
"836" "15" 30 1 1 1 1 "GESCHICHTE" 23 0 "pimuide" 0 -1 1 1 20 8 15 10 19 3 3 4 1 4521 10 -1 1495
"837" "15" 30 1 1 1 1 "GESCHICHTE" 23 1 "pimuide" 0 -1 1 1 20 8 15 10 19 3 3 4 0 2624 0 -1 5135
"838" "15" 30 1 1 1 1 "GESCHICHTE" 23 2 "pimuide" 0 -1 1 1 20 8 15 10 19 3 3 4 0 1032 5 -1 1712
"839" "15" 30 1 1 1 1 "GESCHICHTE" 23 3 "pimuide" 0 -1 1 1 20 8 15 10 19 3 3 4 0 1841 10 -1 1328
"840" "15" 30 1 1 1 1 "GESCHICHTE" 23 4 "pimuide" 0 -1 1 1 20 8 15 10 19 3 3 4 0 1386 19 -1 1336
"841" "16" 30 1 1 1 1 "GESCHICHTES" 0 0 "tewok" 0 -1 0 0 12 13 6 7 9 8 8 8 0 846 -1 -1 -1
"842" "16" 30 1 1 1 1 "GESCHICHTES" 0 1 "tewok" 0 -1 0 0 12 13 6 7 9 8 8 8 1 1048 -1 -1 -1
"843" "16" 30 1 1 1 1 "GESCHICHTES" 0 2 "tewok" 0 -1 0 0 12 13 6 7 9 8 8 8 0 1127 -1 -1 -1
"844" "16" 30 1 1 1 1 "GESCHICHTES" 0 3 "tewok" 0 -1 0 0 12 13 6 7 9 8 8 8 0 1150 -1 -1 -1
"845" "16" 30 1 1 1 1 "GESCHICHTES" 0 4 "tewok" 0 -1 0 0 12 13 6 7 9 8 8 8 0 598 -1 -1 -1
"846" "16" 30 1 1 1 1 "GESCHICHTES" 1 0 "frask" 0 -1 0 0 5 0 18 21 10 6 6 5 1 1254 -1 -1 -1
"847" "16" 30 1 1 1 1 "GESCHICHTES" 1 1 "frask" 0 -1 0 0 5 0 18 21 10 6 6 5 1 1231 -1 -1 -1
"848" "16" 30 1 1 1 1 "GESCHICHTES" 1 2 "frask" 0 -1 0 0 5 0 18 21 10 6 6 5 1 1119 -1 -1 -1
"849" "16" 30 1 1 1 1 "GESCHICHTES" 1 3 "frask" 0 -1 0 0 5 0 18 21 10 6 6 5 1 951 -1 -1 -1
"850" "16" 30 1 1 1 1 "GESCHICHTES" 1 4 "frask" 0 -1 0 0 5 0 18 21 10 6 6 5 1 8391 -1 -1 -1
"851" "16" 30 1 1 1 1 "GESCHICHTES" 2 0 "molkate" 0 -1 0 0 15 14 8 16 2 8 6 7 1 6824 -1 -1 -1
"852" "16" 30 1 1 1 1 "GESCHICHTES" 2 1 "molkate" 0 -1 0 0 15 14 8 16 2 8 6 7 0 1095 -1 -1 -1
"853" "16" 30 1 1 1 1 "GESCHICHTES" 2 2 "molkate" 0 -1 0 0 15 14 8 16 2 8 6 7 1 1007 -1 -1 -1
"854" "16" 30 1 1 1 1 "GESCHICHTES" 2 3 "molkate" 0 -1 0 0 15 14 8 16 2 8 6 7 0 2079 -1 -1 -1
"855" "16" 30 1 1 1 1 "GESCHICHTES" 2 4 "molkate" 0 -1 0 0 15 14 8 16 2 8 6 7 1 10767 -1 -1 -1
"856" "16" 30 1 1 1 1 "GESCHICHTES" 3 0 "obacu" 0 -1 0 0 23 3 11 1 24 6 8 8 1 1920 -1 -1 -1
"857" "16" 30 1 1 1 1 "GESCHICHTES" 3 1 "obacu" 0 -1 0 0 23 3 11 1 24 6 8 8 1 880 -1 -1 -1
"858" "16" 30 1 1 1 1 "GESCHICHTES" 3 2 "obacu" 0 -1 0 0 23 3 11 1 24 6 8 8 0 1206 -1 -1 -1
"859" "16" 30 1 1 1 1 "GESCHICHTES" 3 3 "obacu" 0 -1 0 0 23 3 11 1 24 6 8 8 0 3086 -1 -1 -1
"860" "16" 30 1 1 1 1 "GESCHICHTES" 3 4 "obacu" 0 -1 0 0 23 3 11 1 24 6 8 8 1 807 -1 -1 -1
"861" "16" 30 1 1 1 1 "GESCHICHTES" 4 0 "noste" 0 -1 0 0 20 4 19 22 17 8 8 8 1 1247 -1 -1 -1
"862" "16" 30 1 1 1 1 "GESCHICHTES" 4 1 "noste" 0 -1 0 0 20 4 19 22 17 8 8 8 1 1464 -1 -1 -1
"863" "16" 30 1 1 1 1 "GESCHICHTES" 4 2 "noste" 0 -1 0 0 20 4 19 22 17 8 8 8 0 669 -1 -1 -1
"864" "16" 30 1 1 1 1 "GESCHICHTES" 4 3 "noste" 0 -1 0 0 20 4 19 22 17 8 8 8 0 1910 -1 -1 -1
"865" "16" 30 1 1 1 1 "GESCHICHTES" 4 4 "noste" 0 -1 0 0 20 4 19 22 17 8 8 8 1 7295 -1 -1 -1
"866" "16" 30 1 1 1 1 "GESCHICHTES" 5 0 "medan" 0 -1 0 0 11 14 1 3 0 8 8 8 0 551 -1 -1 -1
"867" "16" 30 1 1 1 1 "GESCHICHTES" 5 1 "medan" 0 -1 0 0 11 14 1 3 0 8 8 8 0 919 -1 -1 -1
"868" "16" 30 1 1 1 1 "GESCHICHTES" 5 2 "medan" 0 -1 0 0 11 14 1 3 0 8 8 8 1 711 -1 -1 -1
"869" "16" 30 1 1 1 1 "GESCHICHTES" 5 3 "medan" 0 -1 0 0 11 14 1 3 0 8 8 8 1 1136 -1 -1 -1
"870" "16" 30 1 1 1 1 "GESCHICHTES" 5 4 "medan" 0 -1 0 0 11 14 1 3 0 8 8 8 1 7175 -1 -1 -1
"871" "16" 30 1 1 1 1 "GESCHICHTES" 6 0 "larnist" 0 -1 0 1 12 2 4 5 6 5 4 5 0 4678 -1 -1 -1
"872" "16" 30 1 1 1 1 "GESCHICHTES" 6 1 "larnist" 0 -1 0 1 12 2 4 5 6 5 4 5 1 660 -1 -1 -1
"873" "16" 30 1 1 1 1 "GESCHICHTES" 6 2 "larnist" 0 -1 0 1 12 2 4 5 6 5 4 5 1 1630 -1 -1 -1
"874" "16" 30 1 1 1 1 "GESCHICHTES" 6 3 "larnist" 0 -1 0 1 12 2 4 5 6 5 4 5 1 1077 -1 -1 -1
"875" "16" 30 1 1 1 1 "GESCHICHTES" 6 4 "larnist" 0 -1 0 1 12 2 4 5 6 5 4 5 0 668 -1 -1 -1
"876" "16" 30 1 1 1 1 "GESCHICHTES" 7 0 "jaciyn" 0 -1 0 1 19 13 23 17 10 7 6 4 0 3181 -1 -1 -1
"877" "16" 30 1 1 1 1 "GESCHICHTES" 7 1 "jaciyn" 0 -1 0 1 19 13 23 17 10 7 6 4 1 926 -1 -1 -1
"878" "16" 30 1 1 1 1 "GESCHICHTES" 7 2 "jaciyn" 0 -1 0 1 19 13 23 17 10 7 6 4 0 5710 -1 -1 -1
"879" "16" 30 1 1 1 1 "GESCHICHTES" 7 3 "jaciyn" 0 -1 0 1 19 13 23 17 10 7 6 4 1 1270 -1 -1 -1
"880" "16" 30 1 1 1 1 "GESCHICHTES" 7 4 "jaciyn" 0 -1 0 1 19 13 23 17 10 7 6 4 1 703 -1 -1 -1
"881" "16" 30 1 1 1 1 "GESCHICHTES" 8 0 "furasti" 0 -1 0 1 24 7 15 20 21 6 6 6 1 1078 -1 -1 -1
"882" "16" 30 1 1 1 1 "GESCHICHTES" 8 1 "furasti" 0 -1 0 1 24 7 15 20 21 6 6 6 0 1991 -1 -1 -1
"883" "16" 30 1 1 1 1 "GESCHICHTES" 8 2 "furasti" 0 -1 0 1 24 7 15 20 21 6 6 6 1 1253 -1 -1 -1
"884" "16" 30 1 1 1 1 "GESCHICHTES" 8 3 "furasti" 0 -1 0 1 24 7 15 20 21 6 6 6 1 1069 -1 -1 -1
"885" "16" 30 1 1 1 1 "GESCHICHTES" 8 4 "furasti" 0 -1 0 1 24 7 15 20 21 6 6 6 1 759 -1 -1 -1
"886" "16" 30 1 1 1 1 "GESCHICHTES" 9 0 "pimuide" 0 -1 0 1 9 16 22 8 18 5 5 5 0 2662 -1 -1 -1
"887" "16" 30 1 1 1 1 "GESCHICHTES" 9 1 "pimuide" 0 -1 0 1 9 16 22 8 18 5 5 5 1 1542 -1 -1 -1
"888" "16" 30 1 1 1 1 "GESCHICHTES" 9 2 "pimuide" 0 -1 0 1 9 16 22 8 18 5 5 5 1 998 -1 -1 -1
"889" "16" 30 1 1 1 1 "GESCHICHTES" 9 3 "pimuide" 0 -1 0 1 9 16 22 8 18 5 5 5 0 3541 -1 -1 -1
"890" "16" 30 1 1 1 1 "GESCHICHTES" 9 4 "pimuide" 0 -1 0 1 9 16 22 8 18 5 5 5 1 1277 -1 -1 -1
"891" "16" 30 1 1 1 1 "GESCHICHTES" 10 0 "botsy" 0 -1 0 1 9 14 7 3 16 8 6 7 0 948 -1 -1 -1
"892" "16" 30 1 1 1 1 "GESCHICHTES" 10 1 "botsy" 0 -1 0 1 9 14 7 3 16 8 6 7 0 1980 -1 -1 -1
"893" "16" 30 1 1 1 1 "GESCHICHTES" 10 2 "botsy" 0 -1 0 1 9 14 7 3 16 8 6 7 0 3669 -1 -1 -1
"894" "16" 30 1 1 1 1 "GESCHICHTES" 10 3 "botsy" 0 -1 0 1 9 14 7 3 16 8 6 7 1 996 -1 -1 -1
"895" "16" 30 1 1 1 1 "GESCHICHTES" 10 4 "botsy" 0 -1 0 1 9 14 7 3 16 8 6 7 1 1133 -1 -1 -1
"896" "16" 30 1 1 1 1 "GESCHICHTES" 11 0 "laumens" 0 -1 0 1 13 15 1 22 12 6 5 5 1 950 -1 -1 -1
"897" "16" 30 1 1 1 1 "GESCHICHTES" 11 1 "laumens" 0 -1 0 1 13 15 1 22 12 6 5 5 1 1421 -1 -1 -1
"898" "16" 30 1 1 1 1 "GESCHICHTES" 11 2 "laumens" 0 -1 0 1 13 15 1 22 12 6 5 5 1 4975 -1 -1 -1
"899" "16" 30 1 1 1 1 "GESCHICHTES" 11 3 "laumens" 0 -1 0 1 13 15 1 22 12 6 5 5 1 974 -1 -1 -1
"900" "16" 30 1 1 1 1 "GESCHICHTES" 11 4 "laumens" 0 -1 0 1 13 15 1 22 12 6 5 5 0 1724 -1 -1 -1
"901" "16" 30 1 1 1 1 "GESCHICHTES" 12 0 "uwimor" 0 -1 1 0 3 8 23 9 14 6 6 6 0 599 -1 -1 -1
"902" "16" 30 1 1 1 1 "GESCHICHTES" 12 1 "uwimor" 0 -1 1 0 3 8 23 9 14 6 6 6 1 1414 -1 -1 -1
"903" "16" 30 1 1 1 1 "GESCHICHTES" 12 2 "uwimor" 0 -1 1 0 3 8 23 9 14 6 6 6 0 935 -1 -1 -1
"904" "16" 30 1 1 1 1 "GESCHICHTES" 12 3 "uwimor" 0 -1 1 0 3 8 23 9 14 6 6 6 1 1703 -1 -1 -1
"905" "16" 30 1 1 1 1 "GESCHICHTES" 12 4 "uwimor" 0 -1 1 0 3 8 23 9 14 6 6 6 1 1023 -1 -1 -1
"906" "16" 30 1 1 1 1 "GESCHICHTES" 13 0 "schese" 0 -1 1 0 13 20 19 0 4 1 2 1 0 727 -1 -1 -1
"907" "16" 30 1 1 1 1 "GESCHICHTES" 13 1 "schese" 0 -1 1 0 13 20 19 0 4 1 2 1 1 6791 -1 -1 -1
"908" "16" 30 1 1 1 1 "GESCHICHTES" 13 2 "schese" 0 -1 1 0 13 20 19 0 4 1 2 1 0 1134 -1 -1 -1
"909" "16" 30 1 1 1 1 "GESCHICHTES" 13 3 "schese" 0 -1 1 0 13 20 19 0 4 1 2 1 1 959 -1 -1 -1
"910" "16" 30 1 1 1 1 "GESCHICHTES" 13 4 "schese" 0 -1 1 0 13 20 19 0 4 1 2 1 1 4550 -1 -1 -1
"911" "16" 30 1 1 1 1 "GESCHICHTES" 14 0 "umeuken" 0 -1 1 0 6 7 24 11 16 6 6 6 1 3734 -1 -1 -1
"912" "16" 30 1 1 1 1 "GESCHICHTES" 14 1 "umeuken" 0 -1 1 0 6 7 24 11 16 6 6 6 1 959 -1 -1 -1
"913" "16" 30 1 1 1 1 "GESCHICHTES" 14 2 "umeuken" 0 -1 1 0 6 7 24 11 16 6 6 6 0 1304 -1 -1 -1
"914" "16" 30 1 1 1 1 "GESCHICHTES" 14 3 "umeuken" 0 -1 1 0 6 7 24 11 16 6 6 6 0 2271 -1 -1 -1
"915" "16" 30 1 1 1 1 "GESCHICHTES" 14 4 "umeuken" 0 -1 1 0 6 7 24 11 16 6 6 6 0 702 -1 -1 -1
"916" "16" 30 1 1 1 1 "GESCHICHTES" 15 0 "hiwawa" 0 -1 1 0 10 18 5 21 1 8 8 8 0 10397 -1 -1 -1
"917" "16" 30 1 1 1 1 "GESCHICHTES" 15 1 "hiwawa" 0 -1 1 0 10 18 5 21 1 8 8 8 0 1007 -1 -1 -1
"918" "16" 30 1 1 1 1 "GESCHICHTES" 15 2 "hiwawa" 0 -1 1 0 10 18 5 21 1 8 8 8 1 5270 -1 -1 -1
"919" "16" 30 1 1 1 1 "GESCHICHTES" 15 3 "hiwawa" 0 -1 1 0 10 18 5 21 1 8 8 8 1 1887 -1 -1 -1
"920" "16" 30 1 1 1 1 "GESCHICHTES" 15 4 "hiwawa" 0 -1 1 0 10 18 5 21 1 8 8 8 0 822 -1 -1 -1
"921" "16" 30 1 1 1 1 "GESCHICHTES" 16 0 "hilejin" 0 -1 1 0 2 15 12 22 17 6 5 5 0 990 -1 -1 -1
