"color" "cs" "rep" "wort" "istwort" "istpositiv" "uspositiv" "istmaskiert" "us0" "us1" "us2" "us3" "us4" "liking0" "liking1" "liking2" "sichtbar_response" "sichtbar_rt" "vpnr"
"43" 0 8 2 "umeuken" 0 -1 0 1 22 4 13 23 21 2 2 2 36 471 "002"
"44" 0 8 3 "umeuken" 0 -1 0 1 22 4 13 23 21 2 2 2 10 740 "002"
"45" 0 8 4 "umeuken" 0 -1 0 1 22 4 13 23 21 2 2 2 36 1225 "002"
"46" 0 9 0 "pimuide" 0 -1 0 1 5 6 20 0 18 2 2 2 45 2472 "002"
"47" 0 9 1 "pimuide" 0 -1 0 1 5 6 20 0 18 2 2 2 36 552 "002"
"48" 0 9 2 "pimuide" 0 -1 0 1 5 6 20 0 18 2 2 2 35 640 "002"
"49" 0 9 3 "pimuide" 0 -1 0 1 5 6 20 0 18 2 2 2 45 664 "002"
"50" 0 9 4 "pimuide" 0 -1 0 1 5 6 20 0 18 2 2 2 36 496 "002"
"51" 0 10 0 "frask" 0 -1 0 1 12 22 4 24 7 2 2 2 45 3288 "002"
"52" 0 10 1 "frask" 0 -1 0 1 12 22 4 24 7 2 2 2 30 2088 "002"
"53" 0 10 2 "frask" 0 -1 0 1 12 22 4 24 7 2 2 2 36 591 "002"
"54" 0 10 3 "frask" 0 -1 0 1 12 22 4 24 7 2 2 2 10 783 "002"
"55" 0 10 4 "frask" 0 -1 0 1 12 22 4 24 7 2 2 2 10 815 "002"
"56" 0 11 0 "obacu" 0 -1 0 1 19 16 18 14 15 2 2 2 13 3830 "002"
"57" 0 11 1 "obacu" 0 -1 0 1 19 16 18 14 15 2 2 2 45 607 "002"
"58" 0 11 2 "obacu" 0 -1 0 1 19 16 18 14 15 2 2 2 45 1159 "002"
"59" 0 11 3 "obacu" 0 -1 0 1 19 16 18 14 15 2 2 2 36 744 "002"
"60" 0 11 4 "obacu" 0 -1 0 1 19 16 18 14 15 2 2 2 36 624 "002"
"61" 0 12 0 "larnist" 0 -1 1 0 0 20 15 8 13 2 2 2 47 2771 "002"
"62" 0 12 1 "larnist" 0 -1 1 0 0 20 15 8 13 2 2 2 37 1746 "002"
"63" 0 12 2 "larnist" 0 -1 1 0 0 20 15 8 13 2 2 2 36 564 "002"
"64" 0 12 3 "larnist" 0 -1 1 0 0 20 15 8 13 2 2 2 34 916 "002"
"65" 0 12 4 "larnist" 0 -1 1 0 0 20 15 8 13 2 2 2 36 413 "002"
"66" 0 13 0 "furasti" 0 -1 1 0 2 21 3 10 18 3 3 3 40 4469 "002"
"67" 0 13 1 "furasti" 0 -1 1 0 2 21 3 10 18 3 3 3 45 947 "002"
"68" 0 13 2 "furasti" 0 -1 1 0 2 21 3 10 18 3 3 3 35 925 "002"
"69" 0 13 3 "furasti" 0 -1 1 0 2 21 3 10 18 3 3 3 41 490 "002"
"70" 0 13 4 "furasti" 0 -1 1 0 2 21 3 10 18 3 3 3 36 418 "002"
"71" 0 14 0 "tewok" 0 -1 1 0 6 22 19 16 23 2 2 2 45 5113 "002"
"72" 0 14 1 "tewok" 0 -1 1 0 6 22 19 16 23 2 2 2 13 725 "002"
"73" 0 14 2 "tewok" 0 -1 1 0 6 22 19 16 23 2 2 2 36 859 "002"
"74" 0 14 3 "tewok" 0 -1 1 0 6 22 19 16 23 2 2 2 36 402 "002"
"75" 0 14 4 "tewok" 0 -1 1 0 6 22 19 16 23 2 2 2 36 644 "002"
"76" 0 15 0 "nalber" 0 -1 1 0 24 4 12 14 1 2 2 2 45 771 "002"
"77" 0 15 1 "nalber" 0 -1 1 0 24 4 12 14 1 2 2 2 41 650 "002"
"78" 0 15 2 "nalber" 0 -1 1 0 24 4 12 14 1 2 2 2 36 1066 "002"
"79" 0 15 3 "nalber" 0 -1 1 0 24 4 12 14 1 2 2 2 35 2867 "002"
"80" 0 15 4 "nalber" 0 -1 1 0 24 4 12 14 1 2 2 2 36 714 "002"
"81" 0 16 0 "hilejin" 0 -1 1 0 7 11 17 9 5 2 2 2 47 5354 "002"
"82" 0 16 1 "hilejin" 0 -1 1 0 7 11 17 9 5 2 2 2 36 1114 "002"
"83" 0 16 2 "hilejin" 0 -1 1 0 7 11 17 9 5 2 2 2 36 611 "002"
"84" 0 16 3 "hilejin" 0 -1 1 0 7 11 17 9 5 2 2 2 36 610 "002"
"85" 0 16 4 "hilejin" 0 -1 1 0 7 11 17 9 5 2 2 2 36 554 "002"
"86" 0 17 0 "botsy" 0 -1 1 0 24 23 19 20 21 2 2 2 47 3772 "002"
"87" 0 17 1 "botsy" 0 -1 1 0 24 23 19 20 21 2 2 2 47 473 "002"
"88" 0 17 2 "botsy" 0 -1 1 0 24 23 19 20 21 2 2 2 37 728 "002"
"89" 0 17 3 "botsy" 0 -1 1 0 24 23 19 20 21 2 2 2 13 845 "002"
"90" 0 17 4 "botsy" 0 -1 1 0 24 23 19 20 21 2 2 2 36 498 "002"
"91" 0 18 0 "laumens" 0 -1 1 1 17 1 16 13 15 3 3 3 37 3085 "002"
"92" 0 18 1 "laumens" 0 -1 1 1 17 1 16 13 15 3 3 3 45 541 "002"
"93" 0 18 2 "laumens" 0 -1 1 1 17 1 16 13 15 3 3 3 36 583 "002"
"94" 0 18 3 "laumens" 0 -1 1 1 17 1 16 13 15 3 3 3 36 583 "002"
"95" 0 18 4 "laumens" 0 -1 1 1 17 1 16 13 15 3 3 3 36 357 "002"
"96" 0 19 0 "ubajec" 0 -1 1 1 18 8 4 0 5 3 3 3 37 69445 "002"
"97" 0 19 1 "ubajec" 0 -1 1 1 18 8 4 0 5 3 3 3 45 1094 "002"
"98" 0 19 2 "ubajec" 0 -1 1 1 18 8 4 0 5 3 3 3 36 742 "002"
"99" 0 19 3 "ubajec" 0 -1 1 1 18 8 4 0 5 3 3 3 41 869 "002"
"100" 0 19 4 "ubajec" 0 -1 1 1 18 8 4 0 5 3 3 3 36 504 "002"
"101" 0 20 0 "hiwawa" 0 -1 1 1 12 9 22 7 6 2 2 2 30 2486 "002"
"102" 0 20 1 "hiwawa" 0 -1 1 1 12 9 22 7 6 2 2 2 35 1382 "002"
"103" 0 20 2 "hiwawa" 0 -1 1 1 12 9 22 7 6 2 2 2 10 1744 "002"
"104" 0 20 3 "hiwawa" 0 -1 1 1 12 9 22 7 6 2 2 2 27 2487 "002"
"105" 0 20 4 "hiwawa" 0 -1 1 1 12 9 22 7 6 2 2 2 36 544 "002"
"106" 0 21 0 "noste" 0 -1 1 1 3 11 10 14 2 2 2 2 45 673 "002"
"107" 0 21 1 "noste" 0 -1 1 1 3 11 10 14 2 2 2 2 47 967 "002"
"108" 0 21 2 "noste" 0 -1 1 1 3 11 10 14 2 2 2 2 45 487 "002"
"109" 0 21 3 "noste" 0 -1 1 1 3 11 10 14 2 2 2 2 37 926 "002"
"110" 0 21 4 "noste" 0 -1 1 1 3 11 10 14 2 2 2 2 36 399 "002"
"111" 0 22 0 "uwimor" 0 -1 1 1 6 5 18 13 11 3 3 3 36 705 "002"
"112" 0 22 1 "uwimor" 0 -1 1 1 6 5 18 13 11 3 3 3 16 855 "002"
"113" 0 22 2 "uwimor" 0 -1 1 1 6 5 18 13 11 3 3 3 45 897 "002"
"114" 0 22 3 "uwimor" 0 -1 1 1 6 5 18 13 11 3 3 3 10 673 "002"
"115" 0 22 4 "uwimor" 0 -1 1 1 6 5 18 13 11 3 3 3 36 439 "002"
"116" 0 23 0 "botuyn" 0 -1 1 1 9 22 19 16 7 2 2 2 45 11321 "002"
"117" 0 23 1 "botuyn" 0 -1 1 1 9 22 19 16 7 2 2 2 16 670 "002"
"118" 0 23 2 "botuyn" 0 -1 1 1 9 22 19 16 7 2 2 2 36 681 "002"
"119" 0 23 3 "botuyn" 0 -1 1 1 9 22 19 16 7 2 2 2 45 823 "002"
"120" 0 23 4 "botuyn" 0 -1 1 1 9 22 19 16 7 2 2 2 36 399 "002"
"121" 0 24 0 "jazz" 1 0 0 0 9 8 21 13 0 3 3 3 45 7883 "002"
"122" 0 24 1 "jazz" 1 0 0 0 9 8 21 13 0 3 3 3 45 655 "002"
"123" 0 24 2 "jazz" 1 0 0 0 9 8 21 13 0 3 3 3 13 1203 "002"
"124" 0 24 3 "jazz" 1 0 0 0 9 8 21 13 0 3 3 3 37 12778 "002"
"125" 0 24 4 "jazz" 1 0 0 0 9 8 21 13 0 3 3 3 36 357 "002"
"126" 0 25 0 "sacht" 1 0 0 0 1 17 5 23 20 2 2 2 45 1761 "002"
"127" 0 25 1 "sacht" 1 0 0 0 1 17 5 23 20 2 2 2 36 523 "002"
"128" 0 25 2 "sacht" 1 0 0 0 1 17 5 23 20 2 2 2 13 1362 "002"
"129" 0 25 3 "sacht" 1 0 0 0 1 17 5 23 20 2 2 2 37 3360 "002"
"130" 0 25 4 "sacht" 1 0 0 0 1 17 5 23 20 2 2 2 36 603 "002"
"131" 0 26 0 "hübsch" 1 0 0 0 2 10 6 3 11 2 2 2 37 567 "002"
"132" 0 26 1 "hübsch" 1 0 0 0 2 10 6 3 11 2 2 2 45 571 "002"
"133" 0 26 2 "hübsch" 1 0 0 0 2 10 6 3 11 2 2 2 36 538 "002"
"134" 0 26 3 "hübsch" 1 0 0 0 2 10 6 3 11 2 2 2 41 1443 "002"
"135" 0 26 4 "hübsch" 1 0 0 0 2 10 6 3 11 2 2 2 36 611 "002"
"136" 0 27 0 "bach" 1 0 0 1 20 5 19 11 13 2 2 2 47 1663 "002"
"137" 0 27 1 "bach" 1 0 0 1 20 5 19 11 13 2 2 2 37 2824 "002"
"138" 0 27 2 "bach" 1 0 0 1 20 5 19 11 13 2 2 2 36 1225 "002"
"139" 0 27 3 "bach" 1 0 0 1 20 5 19 11 13 2 2 2 36 608 "002"
"140" 0 27 4 "bach" 1 0 0 1 20 5 19 11 13 2 2 2 36 991 "002"
"141" 0 28 0 "jacht" 1 0 0 1 12 3 1 24 15 2 2 2 45 2864 "002"
"142" 0 28 1 "jacht" 1 0 0 1 12 3 1 24 15 2 2 2 45 2053 "002"
"143" 0 28 2 "jacht" 1 0 0 1 12 3 1 24 15 2 2 2 36 1535 "002"
"144" 0 28 3 "jacht" 1 0 0 1 12 3 1 24 15 2 2 2 36 606 "002"
"145" 0 28 4 "jacht" 1 0 0 1 12 3 1 24 15 2 2 2 36 495 "002"
"146" 0 29 0 "baby" 1 0 0 1 9 16 22 7 0 2 2 2 45 2928 "002"
"147" 0 29 1 "baby" 1 0 0 1 9 16 22 7 0 2 2 2 16 992 "002"
"148" 0 29 2 "baby" 1 0 0 1 9 16 22 7 0 2 2 2 36 2125 "002"
"149" 0 29 3 "baby" 1 0 0 1 9 16 22 7 0 2 2 2 25 1535 "002"
"150" 0 29 4 "baby" 1 0 0 1 9 16 22 7 0 2 2 2 36 374 "002"
"151" 0 30 0 "hautnah" 1 0 1 0 8 20 2 3 17 2 2 2 47 3193 "002"
"152" 0 30 1 "hautnah" 1 0 1 0 8 20 2 3 17 2 2 2 41 611 "002"
"153" 0 30 2 "hautnah" 1 0 1 0 8 20 2 3 17 2 2 2 36 585 "002"
"154" 0 30 3 "hautnah" 1 0 1 0 8 20 2 3 17 2 2 2 36 635 "002"
"155" 0 30 4 "hautnah" 1 0 1 0 8 20 2 3 17 2 2 2 36 707 "002"
"156" 0 31 0 "schön" 1 0 1 0 4 1 23 12 0 2 2 2 45 520 "002"
"157" 0 31 1 "schön" 1 0 1 0 4 1 23 12 0 2 2 2 40 1451 "002"
"158" 0 31 2 "schön" 1 0 1 0 4 1 23 12 0 2 2 2 36 539 "002"
"159" 0 31 3 "schön" 1 0 1 0 4 1 23 12 0 2 2 2 45 1011 "002"
"160" 0 31 4 "schön" 1 0 1 0 4 1 23 12 0 2 2 2 36 411 "002"
"161" 0 32 0 "ananas" 1 0 1 0 10 24 15 21 14 2 2 2 36 22052 "002"
"162" 0 32 1 "ananas" 1 0 1 0 10 24 15 21 14 2 2 2 32 996 "002"
"163" 0 32 2 "ananas" 1 0 1 0 10 24 15 21 14 2 2 2 36 855 "002"
"164" 0 32 3 "ananas" 1 0 1 0 10 24 15 21 14 2 2 2 47 907 "002"
"165" 0 32 4 "ananas" 1 0 1 0 10 24 15 21 14 2 2 2 36 604 "002"
"166" 0 33 0 "tanz" 1 0 1 1 10 7 8 17 5 2 2 2 35 19967 "002"
"167" 0 33 1 "tanz" 1 0 1 1 10 7 8 17 5 2 2 2 45 592 "002"
"168" 0 33 2 "tanz" 1 0 1 1 10 7 8 17 5 2 2 2 36 607 "002"
"169" 0 33 3 "tanz" 1 0 1 1 10 7 8 17 5 2 2 2 40 1048 "002"
"170" 0 33 4 "tanz" 1 0 1 1 10 7 8 17 5 2 2 2 36 660 "002"
"171" 0 34 0 "schatz" 1 0 1 1 14 22 13 4 2 2 2 2 45 5262 "002"
"172" 0 34 1 "schatz" 1 0 1 1 14 22 13 4 2 2 2 2 45 510 "002"
"173" 0 34 2 "schatz" 1 0 1 1 14 22 13 4 2 2 2 2 36 866 "002"
"174" 0 34 3 "schatz" 1 0 1 1 14 22 13 4 2 2 2 2 36 429 "002"
"175" 0 34 4 "schatz" 1 0 1 1 14 22 13 4 2 2 2 2 36 503 "002"
"176" 0 35 0 "sanft" 1 0 1 1 19 6 16 18 20 2 2 2 36 2041 "002"
"177" 0 35 1 "sanft" 1 0 1 1 19 6 16 18 20 2 2 2 45 573 "002"
"178" 0 35 2 "sanft" 1 0 1 1 19 6 16 18 20 2 2 2 36 941 "002"
"179" 0 35 3 "sanft" 1 0 1 1 19 6 16 18 20 2 2 2 45 2441 "002"
"180" 0 35 4 "sanft" 1 0 1 1 19 6 16 18 20 2 2 2 37 537 "002"
"181" 0 36 0 "kippe" 1 1 0 0 17 14 4 6 10 2 2 2 45 2660 "002"
"182" 0 36 1 "kippe" 1 1 0 0 17 14 4 6 10 2 2 2 45 645 "002"
"183" 0 36 2 "kippe" 1 1 0 0 17 14 4 6 10 2 2 2 37 713 "002"
"184" 0 36 3 "kippe" 1 1 0 0 17 14 4 6 10 2 2 2 34 1571 "002"
"185" 0 36 4 "kippe" 1 1 0 0 17 14 4 6 10 2 2 2 37 667 "002"
"186" 0 37 0 "erreger" 1 1 0 0 21 2 18 8 23 2 2 2 36 5762 "002"
"187" 0 37 1 "erreger" 1 1 0 0 21 2 18 8 23 2 2 2 36 1156 "002"
"188" 0 37 2 "erreger" 1 1 0 0 21 2 18 8 23 2 2 2 36 708 "002"
"189" 0 37 3 "erreger" 1 1 0 0 21 2 18 8 23 2 2 2 36 556 "002"
"190" 0 37 4 "erreger" 1 1 0 0 21 2 18 8 23 2 2 2 36 506 "002"
"191" 0 38 0 "viper" 1 1 0 0 0 13 5 8 20 2 2 2 13 6971 "002"
"192" 0 38 1 "viper" 1 1 0 0 0 13 5 8 20 2 2 2 35 2483 "002"
"193" 0 38 2 "viper" 1 1 0 0 0 13 5 8 20 2 2 2 36 754 "002"
"194" 0 38 3 "viper" 1 1 0 0 0 13 5 8 20 2 2 2 10 1570 "002"
"195" 0 38 4 "viper" 1 1 0 0 0 13 5 8 20 2 2 2 36 460 "002"
"196" 0 39 0 "mord" 1 1 0 1 14 23 7 10 6 2 2 2 40 6464 "002"
"197" 0 39 1 "mord" 1 1 0 1 14 23 7 10 6 2 2 2 45 488 "002"
"198" 0 39 2 "mord" 1 1 0 1 14 23 7 10 6 2 2 2 37 615 "002"
"199" 0 39 3 "mord" 1 1 0 1 14 23 7 10 6 2 2 2 45 502 "002"
"200" 0 39 4 "mord" 1 1 0 1 14 23 7 10 6 2 2 2 36 440 "002"
"201" 0 40 0 "eklig" 1 1 0 1 12 15 17 22 11 2 2 2 45 503 "002"
"202" 0 40 1 "eklig" 1 1 0 1 12 15 17 22 11 2 2 2 41 791 "002"
"203" 0 40 2 "eklig" 1 1 0 1 12 15 17 22 11 2 2 2 36 668 "002"
"204" 0 40 3 "eklig" 1 1 0 1 12 15 17 22 11 2 2 2 37 663 "002"
"205" 0 40 4 "eklig" 1 1 0 1 12 15 17 22 11 2 2 2 36 623 "002"
"206" 0 41 0 "kerker" 1 1 0 1 3 21 19 4 18 2 2 2 45 7415 "002"
"207" 0 41 1 "kerker" 1 1 0 1 3 21 19 4 18 2 2 2 36 968 "002"
"208" 0 41 2 "kerker" 1 1 0 1 3 21 19 4 18 2 2 2 10 750 "002"
"209" 0 41 3 "kerker" 1 1 0 1 3 21 19 4 18 2 2 2 45 608 "002"
"210" 0 41 4 "kerker" 1 1 0 1 3 21 19 4 18 2 2 2 36 487 "002"
"211" 0 42 0 "irre" 1 1 1 0 21 3 9 12 1 2 2 2 39 3076 "002"
"212" 0 42 1 "irre" 1 1 1 0 21 3 9 12 1 2 2 2 35 948 "002"
"213" 0 42 2 "irre" 1 1 1 0 21 3 9 12 1 2 2 2 45 710 "002"
"214" 0 42 3 "irre" 1 1 1 0 21 3 9 12 1 2 2 2 36 2587 "002"
"215" 0 42 4 "irre" 1 1 1 0 21 3 9 12 1 2 2 2 36 883 "002"
"216" 0 43 0 "droge" 1 1 1 0 15 11 24 23 0 2 2 2 37 16938 "002"
"217" 0 43 1 "droge" 1 1 1 0 15 11 24 23 0 2 2 2 41 1450 "002"
"218" 0 43 2 "droge" 1 1 1 0 15 11 24 23 0 2 2 2 36 597 "002"
"219" 0 43 3 "droge" 1 1 1 0 15 11 24 23 0 2 2 2 45 554 "002"
"220" 0 43 4 "droge" 1 1 1 0 15 11 24 23 0 2 2 2 36 618 "002"
"221" 0 44 0 "grimmig" 1 1 1 0 17 7 23 19 20 2 2 2 47 1545 "002"
"222" 0 44 1 "grimmig" 1 1 1 0 17 7 23 19 20 2 2 2 36 538 "002"
"223" 0 44 2 "grimmig" 1 1 1 0 17 7 23 19 20 2 2 2 37 724 "002"
"224" 0 44 3 "grimmig" 1 1 1 0 17 7 23 19 20 2 2 2 47 683 "002"
"225" 0 44 4 "grimmig" 1 1 1 0 17 7 23 19 20 2 2 2 36 330 "002"
"226" 0 45 0 "krieg" 1 1 1 1 15 0 24 11 8 2 2 2 36 12215 "002"
"227" 0 45 1 "krieg" 1 1 1 1 15 0 24 11 8 2 2 2 36 495 "002"
"228" 0 45 2 "krieg" 1 1 1 1 15 0 24 11 8 2 2 2 36 446 "002"
"229" 0 45 3 "krieg" 1 1 1 1 15 0 24 11 8 2 2 2 45 712 "002"
"230" 0 45 4 "krieg" 1 1 1 1 15 0 24 11 8 2 2 2 36 513 "002"
"231" 0 46 0 "groll" 1 1 1 1 3 9 6 10 2 3 3 3 45 729 "002"
"232" 0 46 1 "groll" 1 1 1 1 3 9 6 10 2 3 3 3 33 1038 "002"
"233" 0 46 2 "groll" 1 1 1 1 3 9 6 10 2 3 3 3 36 429 "002"
"234" 0 46 3 "groll" 1 1 1 1 3 9 6 10 2 3 3 3 45 672 "002"
"235" 0 46 4 "groll" 1 1 1 1 3 9 6 10 2 3 3 3 36 457 "002"
"236" 0 47 0 "gierig" 1 1 1 1 12 5 4 22 16 2 2 2 18 24327 "002"
"237" 0 47 1 "gierig" 1 1 1 1 12 5 4 22 16 2 2 2 45 526 "002"
"238" 0 47 2 "gierig" 1 1 1 1 12 5 4 22 16 2 2 2 36 582 "002"
"239" 0 47 3 "gierig" 1 1 1 1 12 5 4 22 16 2 2 2 47 664 "002"
"240" 0 47 4 "gierig" 1 1 1 1 12 5 4 22 16 2 2 2 36 889 "002"
"241" 0 0 0 "tewok" 0 -1 0 0 5 8 21 15 7 4 3 5 0 4541 "004"
"242" 0 0 1 "tewok" 0 -1 0 0 5 8 21 15 7 4 3 5 4 17105 "004"
"243" 0 0 2 "tewok" 0 -1 0 0 5 8 21 15 7 4 3 5 0 2940 "004"
"244" 0 0 3 "tewok" 0 -1 0 0 5 8 21 15 7 4 3 5 0 5308 "004"
"245" 0 0 4 "tewok" 0 -1 0 0 5 8 21 15 7 4 3 5 0 1879 "004"
"246" 0 1 0 "molkate" 0 -1 0 0 12 0 6 23 22 6 5 6 1 4363 "004"
"247" 0 1 1 "molkate" 0 -1 0 0 12 0 6 23 22 6 5 6 13 1529 "004"
"248" 0 1 2 "molkate" 0 -1 0 0 12 0 6 23 22 6 5 6 1 2461 "004"
"249" 0 1 3 "molkate" 0 -1 0 0 12 0 6 23 22 6 5 6 1 1797 "004"
"250" 0 1 4 "molkate" 0 -1 0 0 12 0 6 23 22 6 5 6 44 1820 "004"
"251" 0 2 0 "botsy" 0 -1 0 0 2 18 16 3 9 6 5 5 29 3001 "004"
"252" 0 2 1 "botsy" 0 -1 0 0 2 18 16 3 9 6 5 5 2 1773 "004"
"253" 0 2 2 "botsy" 0 -1 0 0 2 18 16 3 9 6 5 5 2 3469 "004"
"254" 0 2 3 "botsy" 0 -1 0 0 2 18 16 3 9 6 5 5 2 7078 "004"
"255" 0 2 4 "botsy" 0 -1 0 0 2 18 16 3 9 6 5 5 20 2845 "004"
"256" 0 3 0 "uwimor" 0 -1 0 0 17 4 24 11 13 4 2 2 3 2428 "004"
"257" 0 3 1 "uwimor" 0 -1 0 0 17 4 24 11 13 4 2 2 3 1933 "004"
"258" 0 3 2 "uwimor" 0 -1 0 0 17 4 24 11 13 4 2 2 3 1581 "004"
"259" 0 3 3 "uwimor" 0 -1 0 0 17 4 24 11 13 4 2 2 3 2174 "004"
"260" 0 3 4 "uwimor" 0 -1 0 0 17 4 24 11 13 4 2 2 3 2221 "004"
"261" 0 4 0 "jaciyn" 0 -1 0 0 14 19 10 20 1 5 5 5 4 3597 "004"
"262" 0 4 1 "jaciyn" 0 -1 0 0 14 19 10 20 1 5 5 5 4 1388 "004"
"263" 0 4 2 "jaciyn" 0 -1 0 0 14 19 10 20 1 5 5 5 4 1693 "004"
"264" 0 4 3 "jaciyn" 0 -1 0 0 14 19 10 20 1 5 5 5 4 1150 "004"
"265" 0 4 4 "jaciyn" 0 -1 0 0 14 19 10 20 1 5 5 5 32 1502 "004"
"266" 0 5 0 "noste" 0 -1 0 0 6 0 19 3 16 6 5 4 20 7132 "004"
"267" 0 5 1 "noste" 0 -1 0 0 6 0 19 3 16 6 5 4 15 3686 "004"
"268" 0 5 2 "noste" 0 -1 0 0 6 0 19 3 16 6 5 4 5 6349 "004"
"269" 0 5 3 "noste" 0 -1 0 0 6 0 19 3 16 6 5 4 5 3374 "004"
"270" 0 5 4 "noste" 0 -1 0 0 6 0 19 3 16 6 5 4 5 4606 "004"
"271" 0 6 0 "ubajec" 0 -1 0 1 15 17 1 11 7 2 3 3 36 1393 "004"
"272" 0 6 1 "ubajec" 0 -1 0 1 15 17 1 11 7 2 3 3 7 1183 "004"
"273" 0 6 2 "ubajec" 0 -1 0 1 15 17 1 11 7 2 3 3 18 1023 "004"
"274" 0 6 3 "ubajec" 0 -1 0 1 15 17 1 11 7 2 3 3 22 1857 "004"
"275" 0 6 4 "ubajec" 0 -1 0 1 15 17 1 11 7 2 3 3 7 1432 "004"
"276" 0 7 0 "frask" 0 -1 0 1 20 4 21 5 2 3 2 2 33 1479 "004"
"277" 0 7 1 "frask" 0 -1 0 1 20 4 21 5 2 3 2 2 46 584 "004"
"278" 0 7 2 "frask" 0 -1 0 1 20 4 21 5 2 3 2 2 21 1017 "004"
"279" 0 7 3 "frask" 0 -1 0 1 20 4 21 5 2 3 2 2 36 1305 "004"
"280" 0 7 4 "frask" 0 -1 0 1 20 4 21 5 2 3 2 2 11 1969 "004"
