"color" "cs" "rep" "wort" "istwort" "istpositiv" "uspositiv" "istmaskiert" "us0" "us1" "us2" "us3" "us4" "liking0" "liking1" "liking2" "sichtbar_response" "sichtbar_rt" "vpnr"
"10325" 0 0 4 "kiwehon" 0 -1 0 0 9 13 3 19 18 5 6 5 39 1538 "059"
"10326" 0 1 0 "hiwawa" 0 -1 0 0 8 2 5 24 22 5 4 5 8 5177 "059"
"10327" 0 1 1 "hiwawa" 0 -1 0 0 8 2 5 24 22 5 4 5 3 6625 "059"
"10328" 0 1 2 "hiwawa" 0 -1 0 0 8 2 5 24 22 5 4 5 1 8146 "059"
"10329" 0 1 3 "hiwawa" 0 -1 0 0 8 2 5 24 22 5 4 5 1 1985 "059"
"10330" 0 1 4 "hiwawa" 0 -1 0 0 8 2 5 24 22 5 4 5 1 5329 "059"
"10331" 0 2 0 "nalber" 0 -1 0 0 17 15 16 4 0 5 5 5 16 25977 "059"
"10332" 0 2 1 "nalber" 0 -1 0 0 17 15 16 4 0 5 5 5 15 14353 "059"
"10333" 0 2 2 "nalber" 0 -1 0 0 17 15 16 4 0 5 5 5 2 5520 "059"
"10334" 0 2 3 "nalber" 0 -1 0 0 17 15 16 4 0 5 5 5 2 3017 "059"
"10335" 0 2 4 "nalber" 0 -1 0 0 17 15 16 4 0 5 5 5 2 1681 "059"
"10336" 0 3 0 "hilejin" 0 -1 0 0 6 10 7 11 23 5 5 5 46 5401 "059"
"10337" 0 3 1 "hilejin" 0 -1 0 0 6 10 7 11 23 5 5 5 3 8554 "059"
"10338" 0 3 2 "hilejin" 0 -1 0 0 6 10 7 11 23 5 5 5 38 1009 "059"
"10339" 0 3 3 "hilejin" 0 -1 0 0 6 10 7 11 23 5 5 5 3 2417 "059"
"10340" 0 3 4 "hilejin" 0 -1 0 0 6 10 7 11 23 5 5 5 20 5569 "059"
"10341" 0 4 0 "tewok" 0 -1 0 0 21 20 1 14 12 6 6 6 19 27127 "059"
"10342" 0 4 1 "tewok" 0 -1 0 0 21 20 1 14 12 6 6 6 4 8248 "059"
"10343" 0 4 2 "tewok" 0 -1 0 0 21 20 1 14 12 6 6 6 4 1523 "059"
"10344" 0 4 3 "tewok" 0 -1 0 0 21 20 1 14 12 6 6 6 4 583 "059"
"10345" 0 4 4 "tewok" 0 -1 0 0 21 20 1 14 12 6 6 6 4 1217 "059"
"10346" 0 5 0 "molkate" 0 -1 0 0 16 12 20 21 4 5 5 5 46 5633 "059"
"10347" 0 5 1 "molkate" 0 -1 0 0 16 12 20 21 4 5 5 5 46 12298 "059"
"10348" 0 5 2 "molkate" 0 -1 0 0 16 12 20 21 4 5 5 5 5 1714 "059"
"10349" 0 5 3 "molkate" 0 -1 0 0 16 12 20 21 4 5 5 5 47 10131 "059"
"10350" 0 5 4 "molkate" 0 -1 0 0 16 12 20 21 4 5 5 5 5 3026 "059"
"10351" 0 6 0 "uwimor" 0 -1 0 1 6 19 0 17 11 4 4 4 6 6767 "059"
"10352" 0 6 1 "uwimor" 0 -1 0 1 6 19 0 17 11 4 4 4 9 2142 "059"
"10353" 0 6 2 "uwimor" 0 -1 0 1 6 19 0 17 11 4 4 4 12 3352 "059"
"10354" 0 6 3 "uwimor" 0 -1 0 1 6 19 0 17 11 4 4 4 5 3758 "059"
"10355" 0 6 4 "uwimor" 0 -1 0 1 6 19 0 17 11 4 4 4 0 1735 "059"
"10356" 0 7 0 "obacu" 0 -1 0 1 15 3 1 24 14 3 3 3 20 11903 "059"
"10357" 0 7 1 "obacu" 0 -1 0 1 15 3 1 24 14 3 3 3 1 2272 "059"
"10358" 0 7 2 "obacu" 0 -1 0 1 15 3 1 24 14 3 3 3 19 1646 "059"
"10359" 0 7 3 "obacu" 0 -1 0 1 15 3 1 24 14 3 3 3 5 1710 "059"
"10360" 0 7 4 "obacu" 0 -1 0 1 15 3 1 24 14 3 3 3 46 2079 "059"
"10361" 0 8 0 "frask" 0 -1 0 1 7 13 22 18 5 5 5 5 23 28390 "059"
"10362" 0 8 1 "frask" 0 -1 0 1 7 13 22 18 5 5 5 5 17 16367 "059"
"10363" 0 8 2 "frask" 0 -1 0 1 7 13 22 18 5 5 5 5 20 4517 "059"
"10364" 0 8 3 "frask" 0 -1 0 1 7 13 22 18 5 5 5 5 14 1736 "059"
"10365" 0 8 4 "frask" 0 -1 0 1 7 13 22 18 5 5 5 5 2 1982 "059"
"10366" 0 9 0 "schese" 0 -1 0 1 10 23 2 8 9 5 5 5 14 1551 "059"
"10367" 0 9 1 "schese" 0 -1 0 1 10 23 2 8 9 5 5 5 40 2526 "059"
"10368" 0 9 2 "schese" 0 -1 0 1 10 23 2 8 9 5 5 5 14 1966 "059"
"10369" 0 9 3 "schese" 0 -1 0 1 10 23 2 8 9 5 5 5 32 5831 "059"
"10370" 0 9 4 "schese" 0 -1 0 1 10 23 2 8 9 5 5 5 11 4959 "059"
"10371" 0 10 0 "noste" 0 -1 0 1 22 0 17 24 4 7 7 6 18 1471 "059"
"10372" 0 10 1 "noste" 0 -1 0 1 22 0 17 24 4 7 7 6 13 2760 "059"
"10373" 0 10 2 "noste" 0 -1 0 1 22 0 17 24 4 7 7 6 17 2390 "059"
"10374" 0 10 3 "noste" 0 -1 0 1 22 0 17 24 4 7 7 6 0 3255 "059"
"10375" 0 10 4 "noste" 0 -1 0 1 22 0 17 24 4 7 7 6 3 3695 "059"
"10376" 0 11 0 "botsy" 0 -1 0 1 6 18 8 13 7 3 2 3 5 30783 "059"
"10377" 0 11 1 "botsy" 0 -1 0 1 6 18 8 13 7 3 2 3 20 1541 "059"
"10378" 0 11 2 "botsy" 0 -1 0 1 6 18 8 13 7 3 2 3 22 5334 "059"
"10379" 0 11 3 "botsy" 0 -1 0 1 6 18 8 13 7 3 2 3 19 1278 "059"
"10380" 0 11 4 "botsy" 0 -1 0 1 6 18 8 13 7 3 2 3 0 974 "059"
"10381" 0 12 0 "medan" 0 -1 1 0 4 19 23 18 24 6 6 6 23 13409 "059"
"10382" 0 12 1 "medan" 0 -1 1 0 4 19 23 18 24 6 6 6 12 5089 "059"
"10383" 0 12 2 "medan" 0 -1 1 0 4 19 23 18 24 6 6 6 12 3473 "059"
"10384" 0 12 3 "medan" 0 -1 1 0 4 19 23 18 24 6 6 6 12 5280 "059"
"10385" 0 12 4 "medan" 0 -1 1 0 4 19 23 18 24 6 6 6 12 3808 "059"
"10386" 0 13 0 "ubajec" 0 -1 1 0 13 9 12 16 7 6 6 6 47 1713 "059"
"10387" 0 13 1 "ubajec" 0 -1 1 0 13 9 12 16 7 6 6 6 33 3251 "059"
"10388" 0 13 2 "ubajec" 0 -1 1 0 13 9 12 16 7 6 6 6 39 2969 "059"
"10389" 0 13 3 "ubajec" 0 -1 1 0 13 9 12 16 7 6 6 6 13 1577 "059"
"10390" 0 13 4 "ubajec" 0 -1 1 0 13 9 12 16 7 6 6 6 13 1048 "059"
"10391" 0 14 0 "botuyn" 0 -1 1 0 2 8 14 11 5 5 5 4 14 10034 "059"
"10392" 0 14 1 "botuyn" 0 -1 1 0 2 8 14 11 5 5 5 4 10 8402 "059"
"10393" 0 14 2 "botuyn" 0 -1 1 0 2 8 14 11 5 5 5 4 11 3880 "059"
"10394" 0 14 3 "botuyn" 0 -1 1 0 2 8 14 11 5 5 5 4 5 2945 "059"
"10395" 0 14 4 "botuyn" 0 -1 1 0 2 8 14 11 5 5 5 4 14 2553 "059"
"10396" 0 15 0 "umeuken" 0 -1 1 0 1 15 3 6 10 4 4 5 3 23649 "059"
"10397" 0 15 1 "umeuken" 0 -1 1 0 1 15 3 6 10 4 4 5 9 17977 "059"
"10398" 0 15 2 "umeuken" 0 -1 1 0 1 15 3 6 10 4 4 5 15 4057 "059"
"10399" 0 15 3 "umeuken" 0 -1 1 0 1 15 3 6 10 4 4 5 15 3281 "059"
"10400" 0 15 4 "umeuken" 0 -1 1 0 1 15 3 6 10 4 4 5 15 1498 "059"
"10401" 0 16 0 "furasti" 0 -1 1 0 17 22 20 21 0 6 6 6 16 7674 "059"
"10402" 0 16 1 "furasti" 0 -1 1 0 17 22 20 21 0 6 6 6 8 4162 "059"
"10403" 0 16 2 "furasti" 0 -1 1 0 17 22 20 21 0 6 6 6 16 1706 "059"
"10404" 0 16 3 "furasti" 0 -1 1 0 17 22 20 21 0 6 6 6 16 2882 "059"
"10405" 0 16 4 "furasti" 0 -1 1 0 17 22 20 21 0 6 6 6 16 850 "059"
"10406" 0 17 0 "larnist" 0 -1 1 0 18 19 4 6 2 5 7 6 27 3705 "059"
"10407" 0 17 1 "larnist" 0 -1 1 0 18 19 4 6 2 5 7 6 17 8520 "059"
"10408" 0 17 2 "larnist" 0 -1 1 0 18 19 4 6 2 5 7 6 17 2698 "059"
"10409" 0 17 3 "larnist" 0 -1 1 0 18 19 4 6 2 5 7 6 17 2721 "059"
"10410" 0 17 4 "larnist" 0 -1 1 0 18 19 4 6 2 5 7 6 17 2976 "059"
"10411" 0 18 0 "permife" 0 -1 1 1 3 23 8 0 15 4 3 3 19 5934 "059"
"10412" 0 18 1 "permife" 0 -1 1 1 3 23 8 0 15 4 3 3 8 1959 "059"
"10413" 0 18 2 "permife" 0 -1 1 1 3 23 8 0 15 4 3 3 0 1135 "059"
"10414" 0 18 3 "permife" 0 -1 1 1 3 23 8 0 15 4 3 3 34 8151 "059"
"10415" 0 18 4 "permife" 0 -1 1 1 3 23 8 0 15 4 3 3 16 3671 "059"
"10416" 0 19 0 "pimuide" 0 -1 1 1 7 11 16 14 10 3 3 3 0 1398 "059"
"10417" 0 19 1 "pimuide" 0 -1 1 1 7 11 16 14 10 3 3 3 19 2038 "059"
"10418" 0 19 2 "pimuide" 0 -1 1 1 7 11 16 14 10 3 3 3 21 2919 "059"
"10419" 0 19 3 "pimuide" 0 -1 1 1 7 11 16 14 10 3 3 3 15 2230 "059"
"10420" 0 19 4 "pimuide" 0 -1 1 1 7 11 16 14 10 3 3 3 19 1870 "059"
"10421" 0 20 0 "yosud" 0 -1 1 1 20 21 13 22 24 4 4 4 0 4287 "059"
"10422" 0 20 1 "yosud" 0 -1 1 1 20 21 13 22 24 4 4 4 5 4822 "059"
"10423" 0 20 2 "yosud" 0 -1 1 1 20 21 13 22 24 4 4 4 8 8647 "059"
"10424" 0 20 3 "yosud" 0 -1 1 1 20 21 13 22 24 4 4 4 19 3134 "059"
"10425" 0 20 4 "yosud" 0 -1 1 1 20 21 13 22 24 4 4 4 14 2822 "059"
"10426" 0 21 0 "sleshen" 0 -1 1 1 9 1 17 12 5 5 6 5 25 15246 "059"
"10427" 0 21 1 "sleshen" 0 -1 1 1 9 1 17 12 5 5 6 5 17 4439 "059"
"10428" 0 21 2 "sleshen" 0 -1 1 1 9 1 17 12 5 5 6 5 0 3078 "059"
"10429" 0 21 3 "sleshen" 0 -1 1 1 9 1 17 12 5 5 6 5 2 1158 "059"
"10430" 0 21 4 "sleshen" 0 -1 1 1 9 1 17 12 5 5 6 5 9 2198 "059"
"10431" 0 22 0 "laumens" 0 -1 1 1 18 7 14 24 17 4 4 5 6 11032 "059"
"10432" 0 22 1 "laumens" 0 -1 1 1 18 7 14 24 17 4 4 5 1 1662 "059"
"10433" 0 22 2 "laumens" 0 -1 1 1 18 7 14 24 17 4 4 5 7 2415 "059"
"10434" 0 22 3 "laumens" 0 -1 1 1 18 7 14 24 17 4 4 5 13 2134 "059"
"10435" 0 22 4 "laumens" 0 -1 1 1 18 7 14 24 17 4 4 5 17 1831 "059"
"10436" 0 23 0 "jaciyn" 0 -1 1 1 16 9 13 6 1 5 6 6 4 13991 "059"
"10437" 0 23 1 "jaciyn" 0 -1 1 1 16 9 13 6 1 5 6 6 0 1238 "059"
"10438" 0 23 2 "jaciyn" 0 -1 1 1 16 9 13 6 1 5 6 6 0 6815 "059"
"10439" 0 23 3 "jaciyn" 0 -1 1 1 16 9 13 6 1 5 6 6 17 1973 "059"
"10440" 0 23 4 "jaciyn" 0 -1 1 1 16 9 13 6 1 5 6 6 8 2183 "059"
"10441" 0 24 0 "sacht" 1 0 0 0 14 11 21 5 15 7 8 8 8 10185 "059"
"10442" 0 24 1 "sacht" 1 0 0 0 14 11 21 5 15 7 8 8 33 1337 "059"
"10443" 0 24 2 "sacht" 1 0 0 0 14 11 21 5 15 7 8 8 25 2801 "059"
"10444" 0 24 3 "sacht" 1 0 0 0 14 11 21 5 15 7 8 8 24 3977 "059"
"10445" 0 24 4 "sacht" 1 0 0 0 14 11 21 5 15 7 8 8 24 1409 "059"
"10446" 0 25 0 "schatz" 1 0 0 0 2 3 12 9 10 6 8 6 25 2153 "059"
"10447" 0 25 1 "schatz" 1 0 0 0 2 3 12 9 10 6 8 6 25 1121 "059"
"10448" 0 25 2 "schatz" 1 0 0 0 2 3 12 9 10 6 8 6 25 1400 "059"
"10449" 0 25 3 "schatz" 1 0 0 0 2 3 12 9 10 6 8 6 25 1353 "059"
"10450" 0 25 4 "schatz" 1 0 0 0 2 3 12 9 10 6 8 6 25 1761 "059"
"10451" 0 26 0 "sanft" 1 0 0 0 1 20 19 23 16 6 7 6 0 5626 "059"
"10452" 0 26 1 "sanft" 1 0 0 0 1 20 19 23 16 6 7 6 26 1314 "059"
"10453" 0 26 2 "sanft" 1 0 0 0 1 20 19 23 16 6 7 6 26 2682 "059"
"10454" 0 26 3 "sanft" 1 0 0 0 1 20 19 23 16 6 7 6 26 1618 "059"
"10455" 0 26 4 "sanft" 1 0 0 0 1 20 19 23 16 6 7 6 26 1898 "059"
"10456" 0 27 0 "jacht" 1 0 0 1 5 7 1 6 24 5 5 5 5 1383 "059"
"10457" 0 27 1 "jacht" 1 0 0 1 5 7 1 6 24 5 5 5 13 1351 "059"
"10458" 0 27 2 "jacht" 1 0 0 1 5 7 1 6 24 5 5 5 5 2494 "059"
"10459" 0 27 3 "jacht" 1 0 0 1 5 7 1 6 24 5 5 5 0 6127 "059"
"10460" 0 27 4 "jacht" 1 0 0 1 5 7 1 6 24 5 5 5 15 1310 "059"
"10461" 0 28 0 "jazz" 1 0 0 1 0 3 4 22 13 3 4 3 22 16898 "059"
"10462" 0 28 1 "jazz" 1 0 0 1 0 3 4 22 13 3 4 3 7 5781 "059"
"10463" 0 28 2 "jazz" 1 0 0 1 0 3 4 22 13 3 4 3 8 1912 "059"
"10464" 0 28 3 "jazz" 1 0 0 1 0 3 4 22 13 3 4 3 0 8560 "059"
"10465" 0 28 4 "jazz" 1 0 0 1 0 3 4 22 13 3 4 3 13 5015 "059"
"10466" 0 29 0 "bach" 1 0 0 1 8 11 19 10 12 8 8 8 10 11384 "059"
"10467" 0 29 1 "bach" 1 0 0 1 8 11 19 10 12 8 8 8 44 4390 "059"
"10468" 0 29 2 "bach" 1 0 0 1 8 11 19 10 12 8 8 8 1 3710 "059"
"10469" 0 29 3 "bach" 1 0 0 1 8 11 19 10 12 8 8 8 10 1871 "059"
"10470" 0 29 4 "bach" 1 0 0 1 8 11 19 10 12 8 8 8 0 3382 "059"
"10471" 0 30 0 "ananas" 1 0 1 0 15 5 2 22 19 4 4 4 30 3152 "059"
"10472" 0 30 1 "ananas" 1 0 1 0 15 5 2 22 19 4 4 4 30 1121 "059"
"10473" 0 30 2 "ananas" 1 0 1 0 15 5 2 22 19 4 4 4 30 1105 "059"
"10474" 0 30 3 "ananas" 1 0 1 0 15 5 2 22 19 4 4 4 30 1057 "059"
"10475" 0 30 4 "ananas" 1 0 1 0 15 5 2 22 19 4 4 4 30 970 "059"
"10476" 0 31 0 "hautnah" 1 0 1 0 23 10 21 8 0 6 5 5 7 17737 "059"
"10477" 0 31 1 "hautnah" 1 0 1 0 23 10 21 8 0 6 5 5 10 7778 "059"
"10478" 0 31 2 "hautnah" 1 0 1 0 23 10 21 8 0 6 5 5 31 4529 "059"
"10479" 0 31 3 "hautnah" 1 0 1 0 23 10 21 8 0 6 5 5 31 1129 "059"
"10480" 0 31 4 "hautnah" 1 0 1 0 23 10 21 8 0 6 5 5 31 1169 "059"
"10481" 0 32 0 "tanz" 1 0 1 0 3 4 12 20 11 7 6 8 32 2970 "059"
"10482" 0 32 1 "tanz" 1 0 1 0 3 4 12 20 11 7 6 8 32 2169 "059"
"10483" 0 32 2 "tanz" 1 0 1 0 3 4 12 20 11 7 6 8 32 1873 "059"
"10484" 0 32 3 "tanz" 1 0 1 0 3 4 12 20 11 7 6 8 32 1217 "059"
"10485" 0 32 4 "tanz" 1 0 1 0 3 4 12 20 11 7 6 8 32 1594 "059"
"10486" 0 33 0 "schön" 1 0 1 1 14 22 12 3 23 7 7 7 21 10351 "059"
"10487" 0 33 1 "schön" 1 0 1 1 14 22 12 3 23 7 7 7 23 2758 "059"
"10488" 0 33 2 "schön" 1 0 1 1 14 22 12 3 23 7 7 7 17 7359 "059"
"10489" 0 33 3 "schön" 1 0 1 1 14 22 12 3 23 7 7 7 0 1206 "059"
"10490" 0 33 4 "schön" 1 0 1 1 14 22 12 3 23 7 7 7 5 4966 "059"
"10491" 0 34 0 "hübsch" 1 0 1 1 8 4 19 0 16 4 6 6 3 9551 "059"
"10492" 0 34 1 "hübsch" 1 0 1 1 8 4 19 0 16 4 6 6 34 1735 "059"
"10493" 0 34 2 "hübsch" 1 0 1 1 8 4 19 0 16 4 6 6 4 1855 "059"
"10494" 0 34 3 "hübsch" 1 0 1 1 8 4 19 0 16 4 6 6 6 6470 "059"
"10495" 0 34 4 "hübsch" 1 0 1 1 8 4 19 0 16 4 6 6 20 5526 "059"
"10496" 0 35 0 "baby" 1 0 1 1 13 10 20 1 11 7 5 6 6 2310 "059"
"10497" 0 35 1 "baby" 1 0 1 1 13 10 20 1 11 7 5 6 5 1255 "059"
"10498" 0 35 2 "baby" 1 0 1 1 13 10 20 1 11 7 5 6 18 6823 "059"
"10499" 0 35 3 "baby" 1 0 1 1 13 10 20 1 11 7 5 6 44 3358 "059"
"10500" 0 35 4 "baby" 1 0 1 1 13 10 20 1 11 7 5 6 22 2374 "059"
"10501" 0 36 0 "kerker" 1 1 0 0 17 2 21 16 15 3 1 1 36 1281 "059"
"10502" 0 36 1 "kerker" 1 1 0 0 17 2 21 16 15 3 1 1 36 3017 "059"
"10503" 0 36 2 "kerker" 1 1 0 0 17 2 21 16 15 3 1 1 36 1033 "059"
"10504" 0 36 3 "kerker" 1 1 0 0 17 2 21 16 15 3 1 1 36 2369 "059"
"10505" 0 36 4 "kerker" 1 1 0 0 17 2 21 16 15 3 1 1 36 1841 "059"
"10506" 0 37 0 "groll" 1 1 0 0 18 23 14 9 20 5 5 5 37 1985 "059"
"10507" 0 37 1 "groll" 1 1 0 0 18 23 14 9 20 5 5 5 37 1569 "059"
"10508" 0 37 2 "groll" 1 1 0 0 18 23 14 9 20 5 5 5 37 1281 "059"
"10509" 0 37 3 "groll" 1 1 0 0 18 23 14 9 20 5 5 5 37 1209 "059"
"10510" 0 37 4 "groll" 1 1 0 0 18 23 14 9 20 5 5 5 37 1674 "059"
"10511" 0 38 0 "kippe" 1 1 0 0 14 1 13 8 9 3 3 2 38 1345 "059"
"10512" 0 38 1 "kippe" 1 1 0 0 14 1 13 8 9 3 3 2 46 12537 "059"
"10513" 0 38 2 "kippe" 1 1 0 0 14 1 13 8 9 3 3 2 38 665 "059"
"10514" 0 38 3 "kippe" 1 1 0 0 14 1 13 8 9 3 3 2 38 1041 "059"
"10515" 0 38 4 "kippe" 1 1 0 0 14 1 13 8 9 3 3 2 38 818 "059"
"10516" 0 39 0 "krieg" 1 1 0 1 16 18 3 20 23 3 3 2 42 10047 "059"
"10517" 0 39 1 "krieg" 1 1 0 1 16 18 3 20 23 3 3 2 4 1871 "059"
"10518" 0 39 2 "krieg" 1 1 0 1 16 18 3 20 23 3 3 2 23 1974 "059"
"10519" 0 39 3 "krieg" 1 1 0 1 16 18 3 20 23 3 3 2 11 2208 "059"
"10520" 0 39 4 "krieg" 1 1 0 1 16 18 3 20 23 3 3 2 13 2902 "059"
"10521" 0 40 0 "erreger" 1 1 0 1 19 24 22 21 4 4 4 3 0 17430 "059"
"10522" 0 40 1 "erreger" 1 1 0 1 19 24 22 21 4 4 4 3 14 2566 "059"
"10523" 0 40 2 "erreger" 1 1 0 1 19 24 22 21 4 4 4 3 19 2605 "059"
"10524" 0 40 3 "erreger" 1 1 0 1 19 24 22 21 4 4 4 3 36 1623 "059"
"10525" 0 40 4 "erreger" 1 1 0 1 19 24 22 21 4 4 4 3 25 2829 "059"
"10526" 0 41 0 "grimmig" 1 1 0 1 5 6 15 10 2 4 3 2 10 8670 "059"
"10527" 0 41 1 "grimmig" 1 1 0 1 5 6 15 10 2 4 3 2 38 3741 "059"
"10528" 0 41 2 "grimmig" 1 1 0 1 5 6 15 10 2 4 3 2 18 1807 "059"
"10529" 0 41 3 "grimmig" 1 1 0 1 5 6 15 10 2 4 3 2 6 5549 "059"
"10530" 0 41 4 "grimmig" 1 1 0 1 5 6 15 10 2 4 3 2 8 1807 "059"
"10531" 0 42 0 "viper" 1 1 1 0 15 24 5 6 9 7 3 3 37 14786 "059"
"10532" 0 42 1 "viper" 1 1 1 0 15 24 5 6 9 7 3 3 42 1052 "059"
"10533" 0 42 2 "viper" 1 1 1 0 15 24 5 6 9 7 3 3 42 1369 "059"
"10534" 0 42 3 "viper" 1 1 1 0 15 24 5 6 9 7 3 3 42 1346 "059"
"10535" 0 42 4 "viper" 1 1 1 0 15 24 5 6 9 7 3 3 47 1249 "059"
"10536" 0 43 0 "irre" 1 1 1 0 17 18 21 2 7 2 1 1 19 12241 "059"
"10537" 0 43 1 "irre" 1 1 1 0 17 18 21 2 7 2 1 1 43 1657 "059"
"10538" 0 43 2 "irre" 1 1 1 0 17 18 21 2 7 2 1 1 38 3827 "059"
"10539" 0 43 3 "irre" 1 1 1 0 17 18 21 2 7 2 1 1 43 1833 "059"
"10540" 0 43 4 "irre" 1 1 1 0 17 18 21 2 7 2 1 1 43 2417 "059"
"10541" 0 44 0 "droge" 1 1 1 0 11 7 3 9 17 4 4 4 44 2824 "059"
"10542" 0 44 1 "droge" 1 1 1 0 11 7 3 9 17 4 4 4 44 2824 "059"
"10543" 0 44 2 "droge" 1 1 1 0 11 7 3 9 17 4 4 4 44 2019 "059"
"10544" 0 44 3 "droge" 1 1 1 0 11 7 3 9 17 4 4 4 44 1936 "059"
"10545" 0 44 4 "droge" 1 1 1 0 11 7 3 9 17 4 4 4 44 2882 "059"
"10546" 0 45 0 "eklig" 1 1 1 1 1 0 16 19 15 4 2 1 26 2719 "059"
"10547" 0 45 1 "eklig" 1 1 1 1 1 0 16 19 15 4 2 1 44 3458 "059"
"10548" 0 45 2 "eklig" 1 1 1 1 1 0 16 19 15 4 2 1 14 2206 "059"
"10549" 0 45 3 "eklig" 1 1 1 1 1 0 16 19 15 4 2 1 22 1384 "059"
"10550" 0 45 4 "eklig" 1 1 1 1 1 0 16 19 15 4 2 1 14 4694 "059"
"10551" 0 46 0 "mord" 1 1 1 1 6 5 18 13 10 1 3 1 1 3238 "059"
"10552" 0 46 1 "mord" 1 1 1 1 6 5 18 13 10 1 3 1 15 8737 "059"
"10553" 0 46 2 "mord" 1 1 1 1 6 5 18 13 10 1 3 1 8 1919 "059"
"10554" 0 46 3 "mord" 1 1 1 1 6 5 18 13 10 1 3 1 5 6896 "059"
"10555" 0 46 4 "mord" 1 1 1 1 6 5 18 13 10 1 3 1 5 2422 "059"
"10556" 0 47 0 "gierig" 1 1 1 1 8 20 12 21 4 2 1 1 4 19638 "059"
"10557" 0 47 1 "gierig" 1 1 1 1 8 20 12 21 4 2 1 1 23 1101 "059"
"10558" 0 47 2 "gierig" 1 1 1 1 8 20 12 21 4 2 1 1 14 1325 "059"
"10559" 0 47 3 "gierig" 1 1 1 1 8 20 12 21 4 2 1 1 0 1607 "059"
"10560" 0 47 4 "gierig" 1 1 1 1 8 20 12 21 4 2 1 1 5 3684 "059"
"10561" 0 0 0 "yosud" 0 -1 0 0 1 11 3 12 19 5 5 5 0 2653 "060"
"10562" 0 0 1 "yosud" 0 -1 0 0 1 11 3 12 19 5 5 5 0 1876 "060"
"10563" 0 0 2 "yosud" 0 -1 0 0 1 11 3 12 19 5 5 5 0 1644 "060"
"10564" 0 0 3 "yosud" 0 -1 0 0 1 11 3 12 19 5 5 5 0 1988 "060"
"10565" 0 0 4 "yosud" 0 -1 0 0 1 11 3 12 19 5 5 5 0 1116 "060"
"10566" 0 1 0 "pimuide" 0 -1 0 0 10 22 16 15 18 4 4 4 1 2235 "060"
"10567" 0 1 1 "pimuide" 0 -1 0 0 10 22 16 15 18 4 4 4 1 1805 "060"
"10568" 0 1 2 "pimuide" 0 -1 0 0 10 22 16 15 18 4 4 4 1 1283 "060"
"10569" 0 1 3 "pimuide" 0 -1 0 0 10 22 16 15 18 4 4 4 1 1515 "060"
"10570" 0 1 4 "pimuide" 0 -1 0 0 10 22 16 15 18 4 4 4 1 1156 "060"
"10571" 0 2 0 "medan" 0 -1 0 0 2 8 20 0 21 6 6 5 2 5348 "060"
"10572" 0 2 1 "medan" 0 -1 0 0 2 8 20 0 21 6 6 5 2 1397 "060"
"10573" 0 2 2 "medan" 0 -1 0 0 2 8 20 0 21 6 6 5 2 1955 "060"
"10574" 0 2 3 "medan" 0 -1 0 0 2 8 20 0 21 6 6 5 2 2813 "060"
"10575" 0 2 4 "medan" 0 -1 0 0 2 8 20 0 21 6 6 5 2 883 "060"
"10576" 0 3 0 "botuyn" 0 -1 0 0 5 6 4 13 14 4 4 4 6 4476 "060"
"10577" 0 3 1 "botuyn" 0 -1 0 0 5 6 4 13 14 4 4 4 3 4620 "060"
"10578" 0 3 2 "botuyn" 0 -1 0 0 5 6 4 13 14 4 4 4 6 2756 "060"
"10579" 0 3 3 "botuyn" 0 -1 0 0 5 6 4 13 14 4 4 4 3 2836 "060"
"10580" 0 3 4 "botuyn" 0 -1 0 0 5 6 4 13 14 4 4 4 3 1844 "060"
"10581" 0 4 0 "laumens" 0 -1 0 0 7 23 9 24 17 3 3 3 4 3756 "060"
"10582" 0 4 1 "laumens" 0 -1 0 0 7 23 9 24 17 3 3 3 4 1332 "060"
"10583" 0 4 2 "laumens" 0 -1 0 0 7 23 9 24 17 3 3 3 4 1821 "060"
"10584" 0 4 3 "laumens" 0 -1 0 0 7 23 9 24 17 3 3 3 4 6260 "060"
"10585" 0 4 4 "laumens" 0 -1 0 0 7 23 9 24 17 3 3 3 4 2228 "060"
"10586" 0 5 0 "tewok" 0 -1 0 0 1 23 8 6 21 4 4 4 5 4244 "060"
"10587" 0 5 1 "tewok" 0 -1 0 0 1 23 8 6 21 4 4 4 5 1443 "060"
"10588" 0 5 2 "tewok" 0 -1 0 0 1 23 8 6 21 4 4 4 5 1468 "060"
"10589" 0 5 3 "tewok" 0 -1 0 0 1 23 8 6 21 4 4 4 5 1740 "060"
"10590" 0 5 4 "tewok" 0 -1 0 0 1 23 8 6 21 4 4 4 5 1963 "060"
"10591" 0 6 0 "botsy" 0 -1 0 1 13 0 19 12 4 5 4 4 23 3583 "060"
"10592" 0 6 1 "botsy" 0 -1 0 1 13 0 19 12 4 5 4 4 26 1848 "060"
"10593" 0 6 2 "botsy" 0 -1 0 1 13 0 19 12 4 5 4 4 42 4192 "060"
"10594" 0 6 3 "botsy" 0 -1 0 1 13 0 19 12 4 5 4 4 10 9016 "060"
"10595" 0 6 4 "botsy" 0 -1 0 1 13 0 19 12 4 5 4 4 6 1872 "060"
"10596" 0 7 0 "umeuken" 0 -1 0 1 24 11 9 2 15 4 4 4 5 8729 "060"
"10597" 0 7 1 "umeuken" 0 -1 0 1 24 11 9 2 15 4 4 4 3 1986 "060"
"10598" 0 7 2 "umeuken" 0 -1 0 1 24 11 9 2 15 4 4 4 42 2560 "060"
